model,attack,test_dataset,time,mean_time,mean_iterations,eps,iter,mean_psnr,mean_vmaf,clear_correct,attacked_success,target_success,num_total,metric_workers
r2plus1d,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,918.575,13.81,12.67,8.0,20,39.58651465103163,98.49743949999998,24,24,24,100,12
mvitv2,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,1098.5125,13.0868,4.6,8.0,20,45.289466275026754,98.69141417499999,40,40,40,100,12
slowonly,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,1522.0345,24.2746,18.93,8.0,20,43.59990316789674,98.85834157142857,14,1,1,100,12
tadaformer,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,1719.3367,27.1331,14.16,8.0,20,38.84690414974486,96.05960386363635,44,43,43,100,12
actionclip,zhang_lpips_target_temporal_median_adaptive,Kinetics400Dataset,2157.6562,23.0598,20.0,8.0,20,41.959611634599405,98.01811065079362,63,63,63,100,12
timesformer,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,195.7143,1.3466,11.8,8.0,20,38.905445809465675,97.74008309210525,76,65,64,100,12
tsmnonlocal,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,305.331,2.6231,9.95,8.0,20,41.99081921020901,98.68124131746033,63,57,57,100,12
ila,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,498.9753,4.5675,16.12,8.0,20,38.42557250864453,74.52628912339496,83,75,74,100,12
tsm,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,439.5686,4.0154,11.5,8.0,20,46.50873154962028,99.05914489393938,66,50,50,100,12
tsn,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,374.1382,2.9984,15.08,8.0,20,44.413065523323645,87.45281594768389,66,58,53,100,12
uniformerv2,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,508.7151,4.4247,10.14,8.0,20,39.76545123394696,96.38312550574715,87,84,82,100,12
amd,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,586.312,5.1374,8.14,8.0,20,40.96804229639201,95.95480708860762,79,72,71,100,12
videomae,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,908.0999,8.0165,10.24,8.0,20,39.78352351973425,96.46195697590359,83,70,68,100,12
slowonly,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,1481.357,14.1179,19.76,8.0,20,72.05122438880588,99.47600770731708,41,1,1,100,12
tpn,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,724.6617,6.4127,9.78,8.0,20,45.375043663071715,98.96974846575343,73,63,62,100,12
tadaformer,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,2929.0385,28.6961,19.28,8.0,20,37.652581898636264,92.1505409425287,87,54,47,100,12
c2d,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,676.7646,5.4466,9.76,8.0,20,40.230339025321584,99.13825084,75,74,74,100,12
videomaev2,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,887.7156,7.872,9.74,8.0,20,40.25537061398384,96.66255647252747,91,82,82,100,12
onepeace,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,3439.753,34.1819,19.71,8.0,20,43.05511332686693,98.98150614285717,77,42,7,100,12
r2plus1d,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,907.1676,7.995,13.69,8.0,20,38.787959259326755,96.45414363461539,52,51,49,100,12
tanet,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,933.1783,8.4978,13.0,8.0,20,40.14474196069418,98.4375737538462,65,60,60,100,12
uniformer,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,1245.483,11.4673,12.04,8.0,20,41.75469466131422,98.95944228395064,81,74,72,100,12
mvitv2,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,1422.7243,12.5112,9.7,8.0,20,42.56952783983627,97.18313440243908,82,78,77,100,12
videoswin,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,1900.5764,17.9828,12.28,8.0,20,40.54644619362631,97.87621649382717,81,69,67,100,12
actionclip,zhang_ssim_target_crop_resize_adaptive,Kinetics400Dataset,420.2031,3.5846,20.0,8.0,20,40.37173676512509,96.90048614285715,70,64,62,100,12
timesformer,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,166.7553,0.947,5.61,8.0,20,43.277945266807514,98.78353741772156,79,79,79,100,12
tsmnonlocal,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,257.9592,2.1679,7.77,8.0,20,45.82961303762987,99.15490193548388,62,54,54,100,12
ila,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,335.7298,2.978,9.64,8.0,20,42.18949540610309,99.22347329629629,81,81,81,100,12
tsm,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,381.3435,3.5269,9.77,8.0,20,51.13767473237829,99.55430910769232,65,46,46,100,12
tsn,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,273.3894,1.6547,10.0,8.0,20,50.17128384591463,99.49694245454546,66,55,55,100,12
uniformerv2,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,343.0205,2.4753,4.37,8.0,20,44.656307503748096,98.36188284269663,89,89,89,100,12
amd,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,616.5467,4.0585,3.68,8.0,20,45.772113276719544,91.78614664321094,79,79,79,100,12
videomae,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,658.4419,3.7474,3.56,8.0,20,45.68770461129537,99.17934479761904,84,84,84,100,12
tpn,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,677.5765,5.5057,8.23,8.0,20,51.382882820248284,99.53955271232876,73,56,56,100,12
slowonly,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,1463.179,13.7273,19.56,8.0,20,72.60150012452166,97.1259589534884,43,2,2,100,12
onepeace,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,1510.0343,14.9592,7.97,8.0,20,49.40950766541727,96.95014963513515,74,64,64,100,12
tadaformer,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,2340.7374,23.1795,15.34,8.0,20,40.14557422392979,95.93268941379309,87,86,86,100,12
c2d,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,658.0722,3.3706,5.26,8.0,20,43.94770861222536,99.44622172972973,74,74,74,100,12
videomaev2,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,985.0166,5.625,4.97,8.0,20,44.3775358367551,94.84160507036471,91,91,91,100,12
r2plus1d,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,1057.7352,9.91,14.58,8.0,20,39.9801236011924,94.78252978766939,57,57,57,100,12
tanet,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,843.3359,7.7976,11.74,8.0,20,43.309205736274606,96.24245024242427,66,61,61,100,12
videoswin,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,1034.7353,8.8859,4.96,8.0,20,46.23391208862553,95.3972100125,80,77,77,100,12
mvitv2,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,1234.6603,7.0783,4.73,8.0,20,46.854454888823,99.0556232804878,82,82,82,100,12
uniformer,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,1436.016,8.3326,6.32,8.0,20,45.70423419284472,96.71484318471998,81,81,81,100,12
actionclip,zhang_ssim_target_flip_adaptive,Kinetics400Dataset,415.7881,3.5209,20.0,8.0,20,41.856449706846625,98.0817781029412,68,68,68,100,12
timesformer,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,232.8029,1.845,8.88,8.0,20,38.89243843370188,94.34938869863015,73,71,67,100,12
tsmnonlocal,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,393.06,3.3297,9.53,8.0,20,39.96202116454558,74.30539013676186,58,52,48,100,12
tsn,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,497.1823,4.3844,13.51,8.0,20,42.917220596059735,98.7041246984127,63,60,54,100,12
ila,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,524.0252,4.759,15.11,8.0,20,38.18729039781864,97.92636916000006,75,71,71,100,12
tsm,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,612.1862,5.6734,11.12,8.0,20,45.1630910075827,82.30124291506603,56,44,42,100,12
uniformerv2,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,717.7977,6.4211,8.11,8.0,20,40.068104127866185,94.99733487951808,83,75,74,100,12
amd,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,866.8291,7.8743,5.76,8.0,20,41.805127244009725,94.56592527631581,76,73,70,100,12
onepeace,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,2586.2652,24.0808,12.71,8.0,20,42.54901374659742,98.73400104615386,65,54,37,100,12
videomae,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,1349.0252,12.2137,5.89,8.0,20,41.51204925362039,98.0079547763158,76,70,68,100,12
tpn,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,1415.5389,13.9695,9.62,8.0,20,43.729269931714036,98.47343005172414,58,48,45,100,12
slowonly,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,2213.7052,23.0315,18.0,8.0,20,62.60001272914988,99.2935123023256,43,12,9,100,12
videomaev2,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,1456.7302,13.6533,7.62,8.0,20,40.74293988713715,96.14799942528735,87,82,81,100,12
c2d,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,1318.1072,12.5277,9.92,8.0,20,39.693195867358334,98.04136101562494,64,64,62,100,12
r2plus1d,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,1696.8039,16.5562,13.6,8.0,20,38.706797263769154,96.95803136170214,47,47,45,100,12
tadaformer,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,3355.6451,33.1366,18.79,8.0,20,37.188511270692075,91.40044770731706,82,61,59,100,12
tanet,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,1930.918,18.2549,12.26,8.0,20,40.37802918827423,93.68274438600871,58,54,52,100,12
uniformer,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,2278.3873,21.6402,9.54,8.0,20,41.954550750032965,98.33088696249997,80,78,76,100,12
videoswin,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,2505.0919,23.8719,7.35,8.0,20,41.15636225327106,95.8613112051282,78,75,73,100,12
mvitv2,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,2591.8999,24.201,6.74,8.0,20,43.36751434651232,96.78923903846157,78,72,71,100,12
actionclip,zhang_ssim_target_gaussian_blur_adaptive,Kinetics400Dataset,745.4796,6.8829,20.0,8.0,20,39.58439854191647,94.46283544615385,65,64,63,100,12
timesformer,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,165.1506,0.9246,5.75,8.0,20,43.13063561172825,98.7970221392405,79,79,79,100,12
tsmnonlocal,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,246.7704,1.9063,6.42,8.0,20,44.607268570167,99.18050824637679,69,64,64,100,12
ila,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,340.229,3.0164,9.89,8.0,20,41.968529013326695,99.21276950000001,82,82,82,100,12
tsm,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,367.3823,3.2648,8.88,8.0,20,50.167658746600765,99.5182012089552,67,51,51,100,12
tsn,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,277.5169,1.5847,9.97,8.0,20,49.76098391641912,99.44155538888887,72,61,61,100,12
uniformerv2,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,341.7232,2.4181,4.36,8.0,20,44.63478318873118,98.3502782727273,88,88,88,100,12
amd,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,468.7341,3.0604,3.56,8.0,20,45.850938189030174,98.09713291250002,80,80,80,100,12
onepeace,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,1470.5158,14.4397,7.74,8.0,20,48.64322784032773,89.7698576120315,73,65,65,100,12
videomae,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,657.5063,3.6461,3.55,8.0,20,45.68884997409332,98.01888357142856,84,84,84,100,12
tpn,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,666.3456,5.1864,7.79,8.0,20,50.39661127962612,97.9927008309859,71,57,57,100,12
slowonly,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,1460.1013,13.7269,19.7,8.0,20,72.60716857554,92.48233437209304,43,1,1,100,12
videomaev2,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,662.9562,4.664,5.04,8.0,20,44.31695957788279,97.88695744444445,90,90,90,100,12
tadaformer,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,2271.4496,22.5802,15.06,8.0,20,40.27646209182844,96.1499933882353,85,83,83,100,12
c2d,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,665.4783,3.3751,5.29,8.0,20,43.94007228149978,99.53097368831169,77,77,77,100,12
r2plus1d,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,1040.1752,9.6946,14.04,8.0,20,40.14169307294841,94.86729372973984,52,52,51,100,12
tanet,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,831.2273,7.7102,12.03,8.0,20,42.02061788719288,99.037205117647,68,65,65,100,12
uniformer,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,983.6798,6.5853,6.28,8.0,20,45.75935881744256,99.35564977777778,81,81,81,100,12
mvitv2,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,1238.0245,7.0566,4.81,8.0,20,46.82502082411724,97.90510600000003,81,81,81,100,12
videoswin,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,1485.1828,9.6413,4.93,8.0,20,46.26985676865629,96.6769287387709,81,78,78,100,12
actionclip,zhang_ssim_target_no_defence_non-adaptive,Kinetics400Dataset,410.7513,3.4478,20.0,8.0,20,41.848712457196854,98.02486301492536,67,67,67,100,12
timesformer,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,243.5711,1.8346,16.19,8.0,20,38.12219029731964,74.05918706291696,73,57,39,100,12
tsmnonlocal,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,432.1492,3.9057,16.39,8.0,20,39.33586755413517,98.2257079019608,51,41,29,100,12
ila,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,563.5106,5.2957,19.04,8.0,20,37.9955429497982,97.3895445,76,45,37,100,12
tsm,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,600.7981,5.515,16.32,8.0,20,41.40540171932458,96.59607280357143,56,43,34,100,12
tsn,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,402.7889,3.1689,19.33,8.0,20,41.03154817286441,87.30562683782286,63,41,25,100,12
uniformerv2,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,730.356,6.7883,15.94,8.0,20,38.44242372393696,95.5734850235294,85,65,58,100,12
amd,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,790.9928,7.2752,12.66,8.0,20,39.6210843241286,94.99141167105266,76,60,58,100,12
slowonly,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,1534.5515,14.6665,19.46,8.0,20,70.65179093754548,96.53401048571432,35,8,1,100,12
videomae,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,1298.9674,11.7886,14.92,8.0,20,38.77054730718662,97.00141874698792,83,57,47,100,12
onepeace,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,3613.1037,35.3304,20.0,8.0,20,40.059645985046956,89.37638236257217,71,32,0,100,12
tpn,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,960.3813,9.1679,14.16,8.0,20,39.70949210900247,98.22972442857143,63,52,39,100,12
c2d,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,899.6925,8.1947,15.78,8.0,20,38.56054233076905,95.75632268656716,67,57,41,100,12
r2plus1d,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,1179.0642,10.7822,18.48,8.0,20,37.90783806745025,97.79364120000004,50,45,25,100,12
videomaev2,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,780.4962,12.0011,14.73,8.0,20,39.01009763270828,95.65999357547778,90,64,61,100,12
tadaformer,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,3042.245,29.7728,19.67,8.0,20,37.82658919278462,89.62501715620306,85,32,18,100,12
tanet,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,1329.6638,12.3104,18.53,8.0,20,38.49647596680689,94.03386932632806,59,43,34,100,12
uniformer,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,1607.8685,15.3185,15.82,8.0,20,40.59885857877889,97.37223858227847,79,56,47,100,12
videoswin,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,2474.1611,23.7779,15.87,8.0,20,39.21650976768865,97.56915006493506,77,61,43,100,12
mvitv2,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,2229.5907,20.3085,14.72,8.0,20,40.83976634561765,95.7771669981516,83,61,54,100,12
actionclip,zhang_ssim_target_rotate_adaptive,Kinetics400Dataset,448.0631,3.9469,20.0,8.0,20,40.12527093497637,96.75695542028983,69,51,33,100,12
timesformer,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,180.7928,1.1369,6.65,8.0,20,44.07984718170577,99.1283046666667,75,72,71,100,12
tsmnonlocal,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,279.0835,2.3627,7.39,8.0,20,45.59972727664625,97.59729237096772,62,55,55,100,12
ila,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,362.0692,3.2412,9.87,8.0,20,41.97454265445962,96.78962680487805,82,82,82,100,12
tsm,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,417.9282,3.7636,8.88,8.0,20,50.167879859094135,98.02944507462684,67,51,51,100,12
tsn,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,408.5222,3.2504,10.0,8.0,20,49.747539340328764,87.64099235190976,72,61,61,100,12
uniformerv2,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,410.0767,3.3198,5.3,8.0,20,45.24159145782233,98.44208648863636,88,87,87,100,12
amd,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,585.826,5.0421,6.23,8.0,20,44.60455683541318,97.92712496202529,79,79,79,100,12
videomae,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,815.8607,7.0321,6.23,8.0,20,44.49656094198758,99.12359097560973,82,82,82,100,12
onepeace,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,1739.9238,17.2652,9.1,8.0,20,47.48960904255092,99.49882548611112,72,67,66,100,12
slowonly,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,1607.2365,15.2806,19.51,8.0,20,72.39176641374652,99.43003213953489,43,4,3,100,12
tpn,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,796.6713,7.2972,8.15,8.0,20,45.55626991953975,99.4136355,68,64,64,100,12
videomaev2,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,947.3427,8.5011,8.69,8.0,20,43.30465563156274,98.958139741573,89,88,88,100,12
c2d,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,747.0983,6.3724,7.96,8.0,20,43.674617591572854,99.5305857466667,75,75,75,100,12
tadaformer,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,2996.8267,29.5033,19.2,8.0,20,40.56777184191862,96.47266917045455,88,66,64,100,12
r2plus1d,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,1276.0503,12.0674,18.84,8.0,20,40.181071510792286,97.29856517647059,51,51,47,100,12
tanet,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,1202.0373,11.6916,12.22,8.0,20,41.96401441912571,97.5693911323529,68,65,62,100,12
uniformer,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,1364.7123,12.657,10.95,8.0,20,44.56504074292855,99.3416829506173,81,79,79,100,12
videoswin,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,1448.3456,13.3138,6.85,8.0,20,44.75848117467803,99.09116288749996,80,79,79,100,12
mvitv2,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,2057.7647,19.0042,10.07,8.0,20,44.92897398420794,97.11652983777223,82,79,79,100,12
actionclip,zhang_ssim_target_shuffle_adaptive,Kinetics400Dataset,475.351,4.135,20.0,8.0,20,42.64207756164083,98.18435178787878,66,66,66,100,12
timesformer,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,210.9608,1.5126,5.08,8.0,20,45.354616992666436,98.99639850704224,71,71,71,100,12
tsmnonlocal,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,280.4696,2.4289,7.87,8.0,20,46.6584127977156,99.1315030322581,62,53,53,100,12
tsn,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,303.9106,2.3036,9.94,8.0,20,49.76736458233093,99.44820766666663,72,61,61,100,12
tsm,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,413.068,3.7748,8.88,8.0,20,50.16771683447043,99.51812095522386,67,51,51,100,12
ila,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,373.476,3.3664,9.89,8.0,20,41.97048554792614,74.7084144068054,82,82,82,100,12
uniformerv2,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,521.5469,4.6434,4.68,8.0,20,45.8202478508565,98.48211012643674,87,87,87,100,12
amd,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,690.8881,6.2503,3.97,8.0,20,46.911159084222696,97.04914189743586,78,78,78,100,12
onepeace,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,1542.6007,14.8598,6.4,8.0,20,47.34904035454197,97.93529343076925,65,64,64,100,12
videomae,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,925.3874,8.5061,3.53,8.0,20,47.55490511995678,99.31976605479453,73,73,73,100,12
tpn,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,978.8242,10.3855,5.95,8.0,20,48.08282564595043,96.19821341666669,60,55,55,100,12
videomaev2,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,1070.0691,9.873,5.04,8.0,20,45.98603571100857,99.20352149438203,89,89,89,100,12
c2d,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,877.5552,8.4338,5.06,8.0,20,45.63575361541188,99.48047689855072,69,69,69,100,12
slowonly,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,2692.3478,29.5307,19.55,8.0,20,71.70152280088391,99.44108587096778,31,1,1,100,12
tadaformer,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,3443.5699,34.7547,16.21,8.0,20,41.380461460002756,95.51352904761904,84,81,81,100,12
tanet,zhang_ssim_target_temporal_median_adaptive,Kinetics400Dataset,1099.0335,10.829,12.24,8.0,20,41.99828876327234,99.03299730882352,68,65,65,100,12
